dataset,model,seed,init-lr,dropout,layer-sizes,batch-size,max-attempt-count,max-attempt-filter,onehot-input,output-per-skill,n-heads,acc,auc,prec,recall,f1,mcc,rmse,aic,aicc,bic,log-loss
Synthetic-K2,LSTM-DKT-S+,42,0.001,0.2,50_1_20_100,32,500,split,,,,0.806/0.003,0.871/0.002,0.851/0.005,0.868/0.003,0.859/0.002,0.545/0.006,0.366/0.002,,,,0.411/0.004
Synthetic-K2,SAKT,42,0.001,0.2,100_20_20_100,32,500,split,,,5,0.806/0.002,0.872/0.002,0.855/0.006,0.862/0.005,0.859/0.001,0.548/0.006,0.365/0.002,,,,0.411/0.003
Synthetic-K2,SAKT,42,0.001,0.2,100_20_20_100,32,,,,,5,0.806/0.002,0.872/0.002,0.855/0.006,0.862/0.005,0.859/0.001,0.548/0.006,0.365/0.002,,,,0.411/0.003
Synthetic-K2,SAKT,42,0.001,0.2,100_20_20_100,32,500,cut,,,5,0.806/0.002,0.872/0.002,0.855/0.006,0.862/0.005,0.859/0.001,0.548/0.006,0.365/0.002,,,,0.411/0.003
Synthetic-K2,SAKT,42,0.001,0.2,100_20_20_100,32,200,cut,,,5,0.806/0.002,0.872/0.002,0.855/0.006,0.862/0.005,0.859/0.001,0.548/0.006,0.365/0.002,,,,0.411/0.003
Synthetic-K2,SAKT,42,0.001,0.2,100_20_20_100,32,200,split,,,5,0.806/0.002,0.872/0.002,0.854/0.007,0.864/0.006,0.859/0.001,0.547/0.006,0.365/0.002,,,,0.411/0.003
Synthetic-K2,LSTM-DKT,42,0.001,0.2,50_1_1_100,32,200,split,true,,,0.805/0.003,0.871/0.002,0.848/0.006,0.872/0.004,0.86/0.002,0.541/0.008,0.366/0.002,,,,0.412/0.004
Synthetic-K2,LSTM-DKT,42,0.001,0.2,50_1_1_100,32,200,cut,true,,,0.805/0.003,0.871/0.002,0.848/0.006,0.872/0.004,0.86/0.002,0.541/0.008,0.366/0.002,,,,0.412/0.004
Synthetic-K2,LSTM-DKT,42,0.001,0.2,50_1_1_100,32,,,true,,,0.805/0.003,0.871/0.002,0.848/0.006,0.872/0.004,0.86/0.002,0.541/0.008,0.366/0.002,,,,0.412/0.004
Synthetic-K2,LSTM-DKT,42,0.001,0.2,50_1_1_100,32,500,cut,true,,,0.805/0.003,0.871/0.002,0.848/0.006,0.872/0.004,0.86/0.002,0.541/0.008,0.366/0.002,,,,0.412/0.004
Synthetic-K2,LSTM-DKT,42,0.001,0.2,50_1_1_100,32,500,split,true,,,0.805/0.003,0.871/0.002,0.848/0.006,0.872/0.004,0.86/0.002,0.541/0.008,0.366/0.002,,,,0.412/0.004
Synthetic-K2,Vanilla-DKT,42,0.001,0.2,100_1_1_1,32,200,split,true,true,,0.805/0.002,0.869/0.002,0.85/0.005,0.867/0.005,0.859/0.002,0.542/0.007,0.367/0.002,,,,0.415/0.003
Synthetic-K2,Vanilla-DKT,42,0.001,0.2,100_1_1_1,32,500,split,true,true,,0.805/0.002,0.869/0.002,0.85/0.005,0.867/0.005,0.859/0.002,0.542/0.007,0.367/0.002,,,,0.415/0.003
Synthetic-K2,Vanilla-DKT,42,0.001,0.2,100_1_1_1,32,200,cut,true,true,,0.805/0.002,0.869/0.002,0.85/0.005,0.867/0.005,0.859/0.002,0.542/0.007,0.367/0.002,,,,0.415/0.003
Synthetic-K2,Vanilla-DKT,42,0.001,0.2,100_1_1_1,32,,,true,true,,0.805/0.002,0.869/0.002,0.85/0.005,0.867/0.005,0.859/0.002,0.542/0.007,0.367/0.002,,,,0.415/0.003
Synthetic-K2,Vanilla-DKT,42,0.001,0.2,100_1_1_1,32,500,cut,true,true,,0.805/0.002,0.869/0.002,0.85/0.005,0.867/0.005,0.859/0.002,0.542/0.007,0.367/0.002,,,,0.415/0.003
IntroProg,DKVMN,13,0.001,0.2,50_20_20_1,32,500,split,,true,,0.763/0.017,0.842/0.015,0.76/0.009,0.755/0.018,0.757/0.013,0.521/0.026,0.401/0.013,,,,0.488/0.026
IntroProg,DKVMN,13,0.001,0.2,50_20_20_1,32,500,cut,,true,,0.761/0.006,0.843/0.006,0.761/0.004,0.756/0.008,0.758/0.006,0.522/0.013,0.402/0.004,,,,0.49/0.008
IntroProg,DKVMN,13,0.001,0.2,50_20_20_1,32,,,,true,,0.765/0.008,0.847/0.008,0.761/0.004,0.754/0.009,0.757/0.006,0.529/0.016,0.399/0.005,,,,0.484/0.011
IntroProg,DKVMN,13,0.001,0.2,50_20_20_1,32,200,cut,,true,,0.753/0.004,0.833/0.003,0.763/0.004,0.763/0.007,0.763/0.005,0.504/0.008,0.408/0.002,,,,0.502/0.004
IntroProg,DKVMN,13,0.001,0.2,50_20_20_1,32,200,split,,true,,0.756/0.028,0.827/0.015,0.757/0.03,0.755/0.055,0.756/0.043,0.49/0.031,0.406/0.018,,,,0.498/0.033
IntroProg,DKVMN-Paper,13,0.01,0.2,50_50_20_50,32,200,cut,,,,0.752/0.004,0.832/0.003,0.763/0.007,0.759/0.009,0.761/0.004,0.502/0.008,0.409/0.002,,,,0.505/0.004
IntroProg,DKVMN-Paper,13,0.01,0.2,50_50_20_50,32,500,cut,,,,0.76/0.006,0.842/0.006,0.761/0.007,0.752/0.008,0.757/0.005,0.52/0.012,0.403/0.004,,,,0.492/0.008
IntroProg,DKVMN-Paper,13,0.01,0.2,50_50_20_50,32,,,,,,0.764/0.008,0.845/0.007,0.762/0.008,0.749/0.01,0.756/0.005,0.527/0.015,0.4/0.005,,,,0.487/0.011
IntroProg,DKVMN-Paper,13,0.01,0.2,50_50_20_50,32,500,split,,,,0.761/0.018,0.841/0.016,0.762/0.005,0.746/0.025,0.754/0.014,0.518/0.027,0.402/0.013,,,,0.49/0.026
IntroProg,DKVMN-Paper,13,0.01,0.2,50_50_20_50,32,200,split,,,,0.754/0.027,0.825/0.013,0.752/0.033,0.759/0.058,0.755/0.045,0.486/0.029,0.407/0.016,,,,0.502/0.029
IntroProg,LSTM-DKT-S+,42,0.01,0.2,50_1_20_1,32,500,cut,,true,,0.759/0.006,0.842/0.006,0.758/0.007,0.756/0.023,0.757/0.009,0.519/0.013,0.403/0.004,,,,0.492/0.008
IntroProg,LSTM-DKT-S+,42,0.01,0.2,50_1_20_1,32,500,split,,true,,0.761/0.018,0.841/0.015,0.757/0.005,0.754/0.026,0.756/0.015,0.517/0.027,0.402/0.013,,,,0.49/0.027
IntroProg,LSTM-DKT-S+,42,0.01,0.2,50_1_20_1,32,,,,true,,0.764/0.007,0.845/0.007,0.76/0.006,0.753/0.024,0.756/0.009,0.527/0.015,0.4/0.004,,,,0.487/0.009
IntroProg,LSTM-DKT-S+,42,0.01,0.2,50_1_20_1,32,200,cut,,true,,0.751/0.003,0.832/0.003,0.759/0.008,0.767/0.018,0.763/0.006,0.501/0.006,0.409/0.001,,,,0.505/0.003
IntroProg,LSTM-DKT-S+,42,0.01,0.2,50_1_20_1,32,200,split,,true,,0.756/0.026,0.826/0.013,0.753/0.033,0.761/0.058,0.757/0.046,0.489/0.027,0.406/0.016,,,,0.5/0.03
IntroProg,SAKT,13,0.001,0.2,50_1_1_100,32,500,split,true,,1,0.76/0.018,0.839/0.016,0.75/0.008,0.767/0.036,0.758/0.016,0.515/0.027,0.404/0.014,,,,0.494/0.029
IntroProg,SAKT,13,0.001,0.2,50_1_1_100,32,500,cut,true,,1,0.758/0.007,0.839/0.007,0.75/0.004,0.767/0.012,0.759/0.007,0.516/0.015,0.405/0.005,,,,0.498/0.01
IntroProg,SAKT,13,0.001,0.2,50_1_1_100,32,,,true,,1,0.761/0.008,0.843/0.008,0.748/0.007,0.768/0.014,0.757/0.007,0.521/0.015,0.403/0.005,,,,0.493/0.012
IntroProg,SAKT,13,0.001,0.2,50_1_1_100,32,200,split,true,,1,0.753/0.03,0.825/0.015,0.742/0.022,0.778/0.067,0.759/0.044,0.482/0.036,0.407/0.019,,,,0.503/0.037
IntroProg,SAKT,13,0.001,0.2,50_1_1_100,32,200,cut,true,,1,0.749/0.004,0.83/0.004,0.751/0.009,0.778/0.013,0.764/0.005,0.497/0.007,0.411/0.002,,,,0.509/0.005
IntroProg,LSTM-DKT,42,0.001,0.2,50_1_50_1,32,500,cut,,true,,0.761/0.006,0.843/0.005,0.76/0.003,0.757/0.012,0.758/0.006,0.522/0.011,0.402/0.004,,,,0.49/0.007
IntroProg,LSTM-DKT,42,0.001,0.2,50_1_50_1,32,200,split,,true,,0.757/0.026,0.827/0.013,0.754/0.032,0.763/0.058,0.758/0.045,0.491/0.028,0.406/0.016,,,,0.499/0.029
IntroProg,LSTM-DKT,42,0.001,0.2,50_1_50_1,32,,,,true,,0.765/0.008,0.846/0.007,0.761/0.002,0.755/0.014,0.758/0.008,0.53/0.016,0.4/0.005,,,,0.485/0.009
IntroProg,LSTM-DKT,42,0.001,0.2,50_1_50_1,32,500,split,,true,,0.763/0.018,0.842/0.015,0.76/0.005,0.756/0.023,0.758/0.014,0.521/0.028,0.401/0.013,,,,0.489/0.026
IntroProg,LSTM-DKT,42,0.001,0.2,50_1_50_1,32,200,cut,,true,,0.753/0.004,0.833/0.003,0.763/0.003,0.764/0.01,0.763/0.006,0.504/0.007,0.408/0.002,,,,0.503/0.004
IntroProg,Vanilla-DKT,42,0.001,0.2,50_1_20_1,32,,,,true,,0.76/0.008,0.84/0.007,0.759/0.005,0.744/0.012,0.751/0.007,0.519/0.015,0.404/0.005,,,,0.495/0.009
IntroProg,Vanilla-DKT,42,0.001,0.2,50_1_20_1,32,200,split,,true,,0.752/0.028,0.82/0.013,0.754/0.037,0.748/0.047,0.751/0.042,0.482/0.03,0.41/0.016,,,,0.51/0.028
IntroProg,Vanilla-DKT,42,0.001,0.2,50_1_20_1,32,500,split,,true,,0.758/0.018,0.835/0.014,0.759/0.007,0.742/0.017,0.75/0.012,0.511/0.027,0.405/0.012,,,,0.499/0.023
IntroProg,Vanilla-DKT,42,0.001,0.2,50_1_20_1,32,500,cut,,true,,0.756/0.006,0.836/0.006,0.758/0.005,0.746/0.013,0.752/0.007,0.511/0.012,0.406/0.004,,,,0.5/0.007
IntroProg,Vanilla-DKT,42,0.001,0.2,50_1_20_1,32,200,cut,,true,,0.748/0.003,0.827/0.004,0.76/0.004,0.756/0.008,0.758/0.004,0.495/0.007,0.412/0.002,,,,0.51/0.004
Statics,DKVMN,13,0.01,0.2,50_20_20_1,32,200,cut,true,true,,0.828/0.012,0.83/0.021,0.852/0.015,0.95/0.006,0.898/0.007,0.379/0.049,0.348/0.011,,,,0.385/0.021
Statics,DKVMN,13,0.01,0.2,50_20_20_1,32,500,cut,true,true,,0.805/0.007,0.823/0.006,0.832/0.005,0.933/0.007,0.88/0.006,0.394/0.008,0.367/0.006,,,,0.419/0.013
Statics,DKVMN,13,0.01,0.2,50_20_20_1,32,500,split,true,true,,0.807/0.013,0.828/0.009,0.837/0.015,0.927/0.01,0.88/0.01,0.407/0.027,0.365/0.011,,,,0.415/0.022
Statics,DKVMN,13,0.01,0.2,50_20_20_1,32,200,split,true,true,,0.807/0.016,0.825/0.012,0.836/0.017,0.932/0.011,0.881/0.013,0.394/0.02,0.364/0.014,,,,0.414/0.027
Statics,DKVMN,13,0.01,0.2,50_20_20_1,32,,,true,true,,0.813/0.006,0.836/0.004,0.841/0.007,0.931/0.004,0.884/0.005,0.422/0.007,0.36/0.005,,,,0.404/0.01
Statics,DKVMN-Paper,13,0.01,0.2,50_50_50_1,32,500,cut,true,true,,0.801/0.007,0.812/0.006,0.825/0.006,0.938/0.006,0.878/0.006,0.369/0.01,0.371/0.005,,,,0.426/0.01
Statics,DKVMN-Paper,13,0.01,0.2,50_50_50_1,32,200,split,true,true,,0.803/0.016,0.812/0.013,0.831/0.015,0.933/0.013,0.879/0.013,0.374/0.028,0.369/0.013,,,,0.423/0.027
Statics,DKVMN-Paper,13,0.01,0.2,50_50_50_1,32,500,split,true,true,,0.801/0.016,0.813/0.017,0.831/0.019,0.928/0.01,0.877/0.011,0.384/0.034,0.372/0.014,,,,0.429/0.032
Statics,DKVMN-Paper,13,0.01,0.2,50_50_50_1,32,200,cut,true,true,,0.826/0.007,0.827/0.003,0.849/0.008,0.951/0.004,0.897/0.005,0.368/0.008,0.35/0.005,,,,0.385/0.01
Statics,DKVMN-Paper,13,0.01,0.2,50_50_50_1,32,,,true,true,,0.807/0.006,0.823/0.005,0.832/0.007,0.938/0.003,0.881/0.004,0.393/0.008,0.366/0.005,,,,0.415/0.01
Statics,LSTM-DKT-S+,13,0.001,0.2,50_1_1_1,32,200,cut,true,true,,0.819/0.009,0.804/0.023,0.837/0.012,0.961/0.005,0.894/0.005,0.315/0.039,0.358/0.01,,,,0.4/0.019
Statics,LSTM-DKT-S+,13,0.001,0.2,50_1_1_1,32,,,true,true,,0.802/0.01,0.807/0.02,0.821/0.012,0.947/0.007,0.88/0.006,0.362/0.03,0.372/0.009,,,,0.427/0.019
Statics,LSTM-DKT-S+,13,0.001,0.2,50_1_1_1,32,500,split,true,true,,0.799/0.021,0.813/0.024,0.822/0.03,0.941/0.014,0.877/0.012,0.364/0.065,0.372/0.017,,,,0.428/0.035
Statics,LSTM-DKT-S+,13,0.001,0.2,50_1_1_1,32,500,cut,true,true,,0.798/0.012,0.806/0.02,0.818/0.015,0.946/0.007,0.878/0.008,0.353/0.032,0.374/0.011,,,,0.431/0.023
Statics,LSTM-DKT-S+,13,0.001,0.2,50_1_1_1,32,200,split,true,true,,0.804/0.017,0.816/0.014,0.83/0.015,0.936/0.019,0.88/0.015,0.376/0.016,0.368/0.015,,,,0.421/0.029
Statics,SAKT,42,0.001,0.2,50_1_1_1,32,500,cut,true,true,1,0.798/0.009,0.808/0.009,0.824/0.007,0.937/0.013,0.876/0.007,0.362/0.017,0.373/0.006,,,,0.431/0.011
Statics,SAKT,42,0.001,0.2,50_1_1_1,32,,,true,true,1,0.802/0.009,0.811/0.01,0.826/0.011,0.94/0.005,0.879/0.005,0.371/0.025,0.37/0.007,,,,0.425/0.013
Statics,SAKT,42,0.001,0.2,50_1_1_1,32,500,split,true,true,1,0.8/0.011,0.81/0.009,0.829/0.013,0.93/0.014,0.877/0.009,0.378/0.025,0.372/0.01,,,,0.429/0.02
Statics,SAKT,42,0.001,0.2,50_1_1_1,32,200,cut,true,true,1,0.828/0.009,0.835/0.008,0.853/0.009,0.947/0.006,0.898/0.006,0.382/0.017,0.348/0.007,,,,0.38/0.013
Statics,SAKT,42,0.001,0.2,50_1_1_1,32,200,split,true,true,1,0.802/0.018,0.808/0.017,0.826/0.017,0.938/0.012,0.879/0.014,0.363/0.026,0.372/0.015,,,,0.428/0.03
Statics,LSTM-DKT,13,0.001,0.2,50_1_1_1,32,200,cut,true,true,,0.822/0.009,0.812/0.025,0.84/0.011,0.959/0.008,0.896/0.005,0.334/0.047,0.355/0.009,,,,0.395/0.018
Statics,LSTM-DKT,13,0.001,0.2,50_1_1_1,32,,,true,true,,0.805/0.009,0.819/0.014,0.824/0.01,0.948/0.008,0.881/0.006,0.375/0.021,0.367/0.008,,,,0.417/0.015
Statics,LSTM-DKT,13,0.001,0.2,50_1_1_1,32,500,split,true,true,,0.799/0.021,0.811/0.025,0.822/0.031,0.942/0.015,0.877/0.012,0.364/0.066,0.373/0.018,,,,0.43/0.037
Statics,LSTM-DKT,13,0.001,0.2,50_1_1_1,32,500,cut,true,true,,0.798/0.011,0.803/0.019,0.817/0.014,0.948/0.008,0.878/0.007,0.351/0.028,0.374/0.011,,,,0.433/0.022
Statics,LSTM-DKT,13,0.001,0.2,50_1_1_1,32,200,split,true,true,,0.807/0.017,0.824/0.013,0.833/0.015,0.935/0.016,0.881/0.014,0.389/0.027,0.365/0.014,,,,0.414/0.027
Statics,Vanilla-DKT,42,0.001,0.2,100_1_50_1,32,500,cut,,true,,0.794/0.013,0.791/0.026,0.815/0.016,0.945/0.006,0.875/0.007,0.335/0.039,0.379/0.012,,,,0.442/0.025
Statics,Vanilla-DKT,42,0.001,0.2,100_1_50_1,32,,,,true,,0.805/0.006,0.822/0.006,0.829/0.007,0.938/0.004,0.88/0.004,0.383/0.007,0.367/0.005,,,,0.417/0.011
Statics,Vanilla-DKT,42,0.001,0.2,100_1_50_1,32,500,split,,true,,0.8/0.013,0.811/0.012,0.824/0.021,0.938/0.01,0.877/0.008,0.371/0.026,0.373/0.011,,,,0.431/0.026
Statics,Vanilla-DKT,42,0.001,0.2,100_1_50_1,32,200,cut,,true,,0.817/0.011,0.798/0.024,0.835/0.015,0.96/0.007,0.893/0.006,0.306/0.048,0.36/0.011,,,,0.405/0.02
Statics,Vanilla-DKT,42,0.001,0.2,100_1_50_1,32,200,split,,true,,0.803/0.018,0.814/0.015,0.828/0.018,0.937/0.015,0.879/0.014,0.368/0.023,0.369/0.015,,,,0.423/0.029
ASSISTments 2009 Updated,DKVMN,13,0.001,0.2,50_20_50_1,32,200,split,true,true,,0.758/0.011,0.809/0.01,0.765/0.02,0.895/0.014,0.825/0.016,0.45/0.018,0.403/0.006,,,,0.483/0.013
ASSISTments 2009 Updated,DKVMN,13,0.001,0.2,50_20_50_1,32,500,split,true,true,,0.758/0.011,0.811/0.016,0.762/0.024,0.891/0.021,0.821/0.023,0.452/0.031,0.403/0.006,,,,0.483/0.013
ASSISTments 2009 Updated,DKVMN,13,0.001,0.2,50_20_50_1,32,200,cut,true,true,,0.753/0.026,0.809/0.03,0.758/0.029,0.88/0.035,0.814/0.032,0.452/0.051,0.406/0.016,,,,0.49/0.034
ASSISTments 2009 Updated,DKVMN,13,0.001,0.2,50_20_50_1,32,,,true,true,,0.759/0.031,0.812/0.028,0.763/0.034,0.89/0.044,0.822/0.039,0.454/0.051,0.401/0.018,,,,0.479/0.039
ASSISTments 2009 Updated,DKVMN,13,0.001,0.2,50_20_50_1,32,500,cut,true,true,,0.758/0.03,0.811/0.03,0.762/0.034,0.889/0.043,0.821/0.038,0.452/0.053,0.402/0.018,,,,0.482/0.038
ASSISTments 2009 Updated,DKVMN-Paper,13,0.01,0.2,50_20_20_100,32,200,cut,,,,0.749/0.026,0.802/0.031,0.75/0.026,0.886/0.045,0.812/0.034,0.441/0.052,0.409/0.016,,,,0.497/0.035
ASSISTments 2009 Updated,DKVMN-Paper,13,0.01,0.2,50_20_20_100,32,200,split,,,,0.755/0.011,0.806/0.01,0.761/0.02,0.899/0.016,0.824/0.016,0.442/0.019,0.404/0.006,,,,0.486/0.013
ASSISTments 2009 Updated,DKVMN-Paper,13,0.01,0.2,50_20_20_100,32,500,split,,,,0.754/0.011,0.804/0.016,0.759/0.022,0.888/0.031,0.818/0.025,0.441/0.031,0.406/0.007,,,,0.49/0.014
ASSISTments 2009 Updated,DKVMN-Paper,13,0.01,0.2,50_20_20_100,32,500,cut,,,,0.756/0.03,0.806/0.03,0.759/0.034,0.891/0.043,0.82/0.038,0.446/0.05,0.404/0.019,,,,0.488/0.04
ASSISTments 2009 Updated,DKVMN-Paper,13,0.01,0.2,50_20_20_100,32,,,,,,0.745/0.033,0.788/0.056,0.75/0.033,0.889/0.043,0.814/0.036,0.413/0.097,0.411/0.023,,,,0.504/0.052
ASSISTments 2009 Updated,LSTM-DKT-S+,42,0.001,0.2,50_1_20_1,32,,,,true,,0.762/0.03,0.817/0.028,0.765/0.032,0.893/0.047,0.824/0.038,0.462/0.051,0.398/0.019,,,,0.474/0.04
ASSISTments 2009 Updated,LSTM-DKT-S+,42,0.001,0.2,50_1_20_1,32,200,split,,true,,0.76/0.01,0.814/0.011,0.766/0.018,0.9/0.016,0.827/0.015,0.454/0.023,0.4/0.006,,,,0.478/0.012
ASSISTments 2009 Updated,LSTM-DKT-S+,42,0.001,0.2,50_1_20_1,32,500,split,,true,,0.759/0.01,0.815/0.015,0.764/0.023,0.888/0.027,0.821/0.023,0.455/0.031,0.401/0.006,,,,0.478/0.012
ASSISTments 2009 Updated,LSTM-DKT-S+,42,0.001,0.2,50_1_20_1,32,500,cut,,true,,0.762/0.03,0.815/0.029,0.765/0.033,0.892/0.042,0.824/0.037,0.46/0.052,0.399/0.018,,,,0.476/0.038
ASSISTments 2009 Updated,LSTM-DKT-S+,42,0.001,0.2,50_1_20_1,32,200,cut,,true,,0.756/0.025,0.813/0.029,0.761/0.024,0.878/0.043,0.815/0.032,0.457/0.051,0.404/0.016,,,,0.485/0.033
ASSISTments 2009 Updated,SAKT,13,0.001,0.2,50_50_50_50,32,200,split,,,5,0.752/0.015,0.798/0.008,0.759/0.018,0.895/0.029,0.821/0.021,0.434/0.013,0.408/0.009,,,,0.494/0.017
ASSISTments 2009 Updated,SAKT,13,0.001,0.2,50_50_50_50,32,500,cut,,,5,0.746/0.038,0.79/0.035,0.756/0.033,0.871/0.073,0.809/0.05,0.424/0.06,0.413/0.023,,,,0.509/0.05
ASSISTments 2009 Updated,SAKT,13,0.001,0.2,50_50_50_50,32,500,split,,,5,0.746/0.016,0.792/0.013,0.754/0.025,0.88/0.038,0.812/0.029,0.423/0.026,0.413/0.01,,,,0.506/0.021
ASSISTments 2009 Updated,SAKT,13,0.001,0.2,50_50_50_50,32,200,cut,,,5,0.744/0.031,0.795/0.034,0.748/0.03,0.879/0.058,0.808/0.039,0.43/0.058,0.412/0.019,,,,0.504/0.04
ASSISTments 2009 Updated,SAKT,13,0.001,0.2,50_50_50_50,32,,,,,5,0.743/0.038,0.787/0.033,0.756/0.033,0.865/0.072,0.807/0.05,0.416/0.06,0.415/0.023,,,,0.513/0.051
ASSISTments 2009 Updated,LSTM-DKT,42,0.001,0.2,50_1_20_1,32,,,,true,,0.763/0.03,0.817/0.028,0.766/0.031,0.892/0.05,0.824/0.039,0.463/0.052,0.398/0.019,,,,0.474/0.04
ASSISTments 2009 Updated,LSTM-DKT,42,0.001,0.2,50_1_20_1,32,200,split,,true,,0.76/0.01,0.814/0.01,0.767/0.019,0.897/0.015,0.827/0.015,0.455/0.021,0.401/0.006,,,,0.478/0.013
ASSISTments 2009 Updated,LSTM-DKT,42,0.001,0.2,50_1_20_1,32,500,split,,true,,0.759/0.01,0.815/0.016,0.764/0.023,0.889/0.025,0.822/0.022,0.455/0.033,0.401/0.005,,,,0.478/0.011
ASSISTments 2009 Updated,LSTM-DKT,42,0.001,0.2,50_1_20_1,32,500,cut,,true,,0.763/0.03,0.816/0.03,0.768/0.031,0.888/0.048,0.823/0.039,0.463/0.056,0.399/0.019,,,,0.475/0.039
ASSISTments 2009 Updated,LSTM-DKT,42,0.001,0.2,50_1_20_1,32,200,cut,,true,,0.756/0.026,0.813/0.029,0.761/0.025,0.878/0.043,0.815/0.033,0.458/0.051,0.404/0.016,,,,0.486/0.034
ASSISTments 2009 Updated,Vanilla-DKT,13,0.001,0.2,100_1_50_1,32,200,split,,true,,0.756/0.008,0.809/0.011,0.766/0.02,0.89/0.008,0.823/0.013,0.446/0.022,0.404/0.005,,,,0.484/0.012
ASSISTments 2009 Updated,Vanilla-DKT,13,0.001,0.2,100_1_50_1,32,200,cut,,true,,0.752/0.025,0.808/0.028,0.758/0.026,0.876/0.038,0.813/0.031,0.449/0.051,0.407/0.015,,,,0.491/0.032
ASSISTments 2009 Updated,Vanilla-DKT,13,0.001,0.2,100_1_50_1,32,,,,true,,0.758/0.031,0.81/0.029,0.761/0.039,0.893/0.033,0.822/0.036,0.451/0.051,0.403/0.019,,,,0.484/0.041
ASSISTments 2009 Updated,Vanilla-DKT,13,0.001,0.2,100_1_50_1,32,500,split,,true,,0.753/0.011,0.806/0.018,0.761/0.022,0.882/0.024,0.817/0.023,0.441/0.036,0.406/0.007,,,,0.488/0.016
ASSISTments 2009 Updated,Vanilla-DKT,13,0.001,0.2,100_1_50_1,32,500,cut,,true,,0.757/0.028,0.808/0.026,0.759/0.035,0.893/0.036,0.821/0.035,0.449/0.05,0.404/0.017,,,,0.486/0.035
